time,ax,ay,az,aT
11.023000,0.0031,-0.0224,-0.0473,0.052
11.024000,-0.0123,0.0077,-0.0485,0.051
11.024000,-0.0489,-0.0402,0.1228,0.138
11.025000,-0.0467,0.0001,0.0601,0.076
11.031000,-0.0148,-0.0081,-0.1638,0.165
11.037000,-0.0055,-0.0507,0.1070,0.118
11.041000,0.0141,-0.0300,0.1415,0.145
11.054000,0.1542,-0.0015,-0.0477,0.161
11.055000,0.1696,-0.0167,0.0730,0.185
11.055000,0.1489,-0.0392,0.1112,0.190
11.060000,0.0901,-0.0705,-0.0806,0.140
11.066000,0.0571,-0.0305,0.0816,0.104
11.070000,0.0209,-0.0143,0.0422,0.049
11.075000,-0.0327,-0.0176,0.1252,0.131
11.083000,0.0015,-0.0324,0.0845,0.091
11.084000,0.0111,-0.0209,0.0275,0.036
11.090000,0.0034,0.0019,0.0917,0.092
11.094000,0.0024,-0.0282,0.0780,0.083
11.099000,-0.0047,-0.0214,0.0537,0.058
11.104000,-0.0146,-0.0130,-0.0243,0.031
11.114000,-0.0313,-0.0625,0.1491,0.165
11.116000,-0.0721,-0.0764,0.0362,0.111
11.125000,-0.0287,-0.0632,0.0009,0.069
11.127000,-0.0389,-0.0453,0.0186,0.063
11.132000,0.0071,-0.0221,0.0433,0.049
11.134000,-0.0417,-0.0190,-0.0304,0.055
11.160000,-0.0530,0.0077,0.0118,0.055
11.163000,-0.0218,0.0043,0.1238,0.126
11.164000,-0.0283,0.0008,-0.0657,0.072
11.164000,-0.0428,-0.0249,0.0651,0.082
11.165000,-0.0410,-0.0304,0.0947,0.108
11.165000,-0.0122,-0.0164,-0.1092,0.111
11.177000,0.0161,-0.0189,-0.0506,0.056
11.178000,0.0551,-0.0278,0.0407,0.074
11.179000,0.0299,-0.0414,-0.0114,0.052
11.183000,0.0386,-0.0712,0.0395,0.090
11.190000,0.0357,-0.0628,0.0298,0.078
11.193000,0.0177,-0.0662,0.0327,0.076
11.204000,0.0516,-0.0919,0.0876,0.137
11.205000,0.0699,-0.0353,0.0737,0.108
11.208000,0.0718,-0.0031,0.0735,0.103
11.213000,0.0958,-0.0270,-0.0610,0.117
11.227000,0.0882,-0.0679,-0.0082,0.112
11.228000,0.0542,-0.0633,0.1157,0.143
11.234000,0.0411,-0.0546,-0.0318,0.075
11.263000,0.0107,-0.0703,-0.0086,0.072
11.265000,-0.0583,-0.0425,0.0611,0.095
11.266000,-0.1211,0.0169,-0.0127,0.123
11.266000,-0.1282,0.0440,0.0390,0.141
11.267000,-0.1082,0.0398,0.0454,0.124
11.277000,-0.0997,0.0343,0.0799,0.132
11.278000,-0.0970,0.0274,0.0395,0.108
11.279000,-0.0652,0.0053,-0.0058,0.066
11.279000,-0.0186,-0.0521,0.1025,0.117
11.280000,0.0181,-0.0680,0.0291,0.076
11.289000,0.0713,-0.0335,-0.0306,0.084
11.300000,0.0803,-0.0147,0.0528,0.097
11.301000,0.0594,-0.0036,-0.0057,0.060
11.303000,0.0079,0.0012,-0.0023,0.008
11.308000,-0.0304,0.0273,0.0930,0.102
11.312000,0.0149,0.0033,0.1055,0.107
11.319000,-0.0017,-0.0432,0.0362,0.056
11.323000,-0.0153,-0.0321,0.1024,0.108
11.327000,0.0035,-0.0122,-0.0438,0.046
11.332000,0.0346,-0.0329,0.0229,0.053
11.337000,0.1114,-0.0133,0.0191,0.114
11.341000,0.0585,-0.0036,-0.0137,0.060
11.347000,0.0633,-0.0441,0.0037,0.077
11.353000,0.0089,-0.0602,-0.0120,0.062
11.357000,-0.0621,-0.0461,0.0912,0.120
11.361000,-0.0609,-0.0382,0.0363,0.081
11.369000,-0.0533,-0.0526,-0.0430,0.086
11.375000,-0.1151,-0.0209,0.0613,0.132
11.376000,-0.0412,-0.0213,-0.0165,0.049
11.382000,-0.0717,0.0296,0.0472,0.091
11.390000,-0.0398,0.0395,0.0222,0.060
11.391000,-0.0122,-0.0143,0.0359,0.040
11.396000,0.0037,0.0066,-0.0489,0.050
11.429000,0.0184,-0.0357,0.0786,0.088
11.430000,0.0331,-0.0030,0.0278,0.043
11.431000,0.0084,-0.0421,-0.0018,0.043
11.431000,0.0015,-0.0333,0.0532,0.063
11.432000,-0.0034,-0.0142,0.0761,0.077
11.432000,-0.0037,-0.0040,-0.0623,0.063
11.436000,-0.0037,-0.0399,0.2252,0.229
11.441000,-0.0404,-0.0187,-0.1240,0.132
11.442000,0.0609,-0.0598,0.0904,0.124
11.445000,-0.0069,0.0004,0.1013,0.101
11.450000,0.0350,-0.0606,-0.0990,0.121
11.456000,0.0162,-0.0133,0.0113,0.024
11.461000,0.0305,-0.0602,0.1555,0.169
11.466000,0.0264,-0.0312,-0.0331,0.053
11.471000,0.0436,-0.0034,-0.0364,0.057
11.475000,0.0055,-0.0014,0.1159,0.116
11.483000,-0.0194,0.0364,0.1870,0.192
11.486000,0.0194,0.0493,-0.1617,0.170
11.491000,0.0518,-0.0160,0.2004,0.208
11.495000,0.0207,-0.0002,0.0099,0.023
11.501000,0.0618,-0.0196,-0.1084,0.126
11.506000,0.0767,-0.0346,0.1066,0.136
11.509000,0.0617,-0.0225,0.0824,0.105
11.515000,0.0749,-0.0535,-0.0919,0.130
11.531000,0.0763,-0.0392,0.0479,0.098
11.532000,0.0563,-0.0561,0.0347,0.087
11.545000,0.0207,-0.0753,-0.0096,0.079
11.546000,-0.0469,-0.0488,0.0276,0.073
11.547000,-0.0151,-0.0296,0.0877,0.094
11.547000,-0.0228,-0.0016,0.0103,0.025
11.550000,0.0068,-0.0141,0.0226,0.027
11.579000,-0.0033,-0.0221,0.0430,0.048
11.581000,-0.0335,-0.0131,-0.0323,0.048
11.581000,-0.0508,0.0377,0.0408,0.075
11.581000,-0.0245,-0.0369,0.0933,0.103
11.582000,-0.0261,-0.0368,-0.0453,0.064
11.582000,-0.0240,-0.0647,0.0699,0.098
11.588000,0.0020,-0.0481,-0.0425,0.064
11.589000,-0.0454,-0.0522,0.0874,0.112
11.593000,-0.0599,-0.0134,0.0518,0.080
11.598000,-0.0339,-0.0480,-0.0583,0.083
11.604000,-0.0352,-0.0481,0.1252,0.139
11.608000,-0.0473,-0.0382,0.0684,0.092
11.614000,-0.0329,-0.0335,0.0065,0.047
11.622000,-0.0496,-0.0522,0.0279,0.077
11.624000,-0.0181,-0.0577,0.0374,0.071
11.628000,0.0143,-0.0385,0.0037,0.041
11.655000,0.0581,-0.0420,0.0304,0.078
11.656000,0.0439,-0.0055,-0.0184,0.048
11.656000,0.0129,-0.0046,0.0941,0.095
11.657000,0.0118,0.0154,0.1076,0.109
11.657000,0.0185,0.0474,0.0575,0.077
11.658000,0.0437,0.0195,0.0738,0.088
11.664000,0.0517,-0.0350,-0.0020,0.062
11.668000,0.0643,-0.0419,0.0063,0.077
11.673000,0.0346,-0.0523,0.0660,0.091
11.678000,0.0652,-0.0843,-0.0158,0.108
11.684000,0.0599,-0.0670,0.0238,0.093
11.687000,0.0026,-0.0384,0.0385,0.054
11.693000,-0.0138,-0.0289,-0.0532,0.062
11.697000,0.0100,-0.0344,0.0169,0.040
11.703000,0.0348,-0.0197,0.0996,0.107
11.707000,0.0343,0.0297,0.0008,0.045
11.713000,0.0405,-0.0056,0.0209,0.046
11.718000,0.0746,-0.0223,0.0376,0.086
11.723000,0.0744,-0.0280,0.0044,0.080
11.729000,0.0549,-0.0570,0.0073,0.079
11.734000,0.0215,-0.0764,0.0409,0.089
11.742000,-0.0359,-0.0836,0.0388,0.099
11.747000,-0.0928,-0.0529,0.0000,0.107
11.753000,-0.1180,0.0237,0.0423,0.128
11.757000,-0.1085,0.0430,-0.0068,0.117
11.773000,-0.1147,0.0428,0.0236,0.125
11.775000,-0.1339,0.0985,0.1923,0.254
11.776000,-0.0869,0.1028,0.0918,0.163
11.778000,-0.0903,0.0333,-0.0140,0.097
11.782000,-0.0262,0.0010,0.0711,0.076
11.820000,0.0317,-0.0712,0.0760,0.109
11.822000,0.0423,-0.0587,-0.1382,0.156
11.823000,0.0925,-0.0269,-0.0062,0.097
11.825000,0.1241,-0.0500,0.1246,0.183
11.825000,0.1067,-0.0152,-0.1725,0.203
11.826000,0.0477,-0.0430,0.0648,0.091
11.826000,0.0103,-0.0735,0.3556,0.363
11.827000,-0.0072,-0.0365,-0.2298,0.233
11.828000,-0.0567,-0.0496,-0.0059,0.076
11.832000,-0.0280,-0.0628,0.2004,0.212
11.838000,0.0482,-0.0206,-0.0901,0.104
11.847000,0.0940,-0.0444,-0.1689,0.198
11.847000,0.0918,-0.0423,0.2712,0.289
11.852000,0.0572,-0.0327,-0.0118,0.067
11.857000,0.0392,-0.0188,-0.2011,0.206
11.862000,-0.0349,-0.0637,0.3127,0.321
11.874000,-0.0265,-0.0782,-0.0047,0.083
11.875000,-0.0772,-0.0358,-0.1301,0.155
11.877000,-0.0866,-0.0535,0.0999,0.143
11.881000,-0.0645,0.0207,0.1694,0.182
11.924000,-0.0132,0.0487,-0.0889,0.102
11.925000,-0.0191,0.0456,0.0048,0.050
11.926000,0.0083,0.0686,0.1904,0.203
11.927000,-0.0281,-0.0053,-0.0834,0.088
11.927000,-0.0196,-0.0496,-0.0101,0.054
11.928000,0.0138,-0.0502,0.1152,0.126
11.929000,-0.0007,-0.0122,-0.0858,0.087
11.929000,-0.0103,-0.0449,-0.0986,0.109
11.930000,-0.0137,-0.0134,0.2106,0.212
11.931000,0.0311,-0.0584,0.0294,0.072
11.938000,-0.0055,-0.0273,-0.0659,0.072
11.941000,-0.0058,-0.0531,0.1957,0.203
11.945000,-0.0712,-0.1035,0.0267,0.128
11.951000,0.0041,-0.1104,-0.0604,0.126
11.956000,-0.0455,-0.0371,0.0210,0.062
11.961000,-0.0504,-0.0017,0.1314,0.141
11.967000,0.0145,0.0404,-0.1423,0.149
11.971000,-0.0073,0.0381,0.1071,0.114
11.975000,0.0179,0.0449,0.0399,0.063
11.980000,0.0215,0.0098,0.0004,0.024
11.984000,0.0314,0.0228,0.0881,0.096
11.989000,-0.0069,0.0227,0.1073,0.110
11.995000,0.0779,0.0053,0.0341,0.085
12.006000,0.0653,0.0134,0.0158,0.068
12.008000,0.0632,-0.0178,0.0892,0.111
12.011000,0.0882,-0.0667,-0.0104,0.111
12.014000,0.1328,-0.0289,0.0800,0.158
12.053000,0.0693,-0.0605,0.0823,0.123
12.055000,0.0814,-0.0706,0.0077,0.108
12.055000,0.0554,-0.0452,0.0618,0.095
12.055000,-0.0275,-0.0413,0.1147,0.125
12.056000,-0.0299,-0.0174,-0.0561,0.066
12.056000,-0.0623,0.0004,0.1070,0.124
12.057000,-0.0466,-0.0317,0.0990,0.114
12.058000,0.0162,-0.0057,-0.0617,0.064
12.061000,-0.0283,-0.0126,0.0033,0.031
12.065000,-0.0201,-0.0563,0.0227,0.064
12.071000,-0.0303,-0.0662,-0.0896,0.115
12.073000,-0.0712,-0.0704,0.1361,0.169
12.079000,-0.0599,-0.0603,0.0439,0.096
12.084000,-0.0205,-0.0586,-0.0487,0.079
12.089000,-0.0277,-0.0389,0.0753,0.089
12.093000,-0.0706,-0.0360,0.0524,0.095
12.104000,-0.0507,-0.0261,-0.0137,0.059
12.106000,-0.0136,-0.0402,0.0949,0.104
12.109000,-0.0578,-0.0481,0.0221,0.078
12.113000,-0.0907,-0.0307,-0.0556,0.111
12.140000,-0.0795,-0.0382,0.1572,0.180
12.141000,-0.0465,-0.0231,0.0722,0.089
12.141000,-0.0169,-0.0246,-0.0953,0.100
12.141000,0.0102,-0.0259,0.1183,0.122
12.142000,0.0497,-0.0432,0.1379,0.153
12.143000,0.0421,-0.0336,-0.0771,0.094
12.149000,0.0325,-0.0342,0.0358,0.059
12.153000,0.0255,-0.0152,0.1716,0.174
12.158000,-0.0080,0.0015,0.0402,0.041
12.163000,-0.0026,-0.0283,0.0087,0.030
12.169000,0.0312,-0.0294,0.0985,0.107
12.172000,0.0512,-0.0115,0.0092,0.053
12.178000,0.0808,-0.0408,-0.0249,0.094
12.183000,0.1147,-0.0903,0.1717,0.225
12.188000,0.1108,-0.0932,-0.0001,0.145
12.192000,0.1081,-0.0748,-0.1371,0.190
12.203000,0.0326,-0.0330,0.0437,0.064
12.207000,-0.0153,-0.0267,0.1714,0.174
12.212000,0.0406,0.0080,-0.0286,0.050
12.221000,0.0613,0.0317,0.0355,0.078
12.222000,0.0661,0.0735,0.1074,0.146
12.227000,0.0544,0.0419,0.0212,0.072
12.257000,0.0302,0.0008,-0.0370,0.048
12.258000,0.0092,-0.0368,0.0134,0.040
12.259000,-0.0137,-0.0735,0.0252,0.079
12.259000,-0.0589,-0.1316,-0.0533,0.154
12.261000,-0.1156,-0.1253,0.0532,0.179
12.262000,-0.1413,-0.0840,0.0081,0.165
12.263000,-0.1486,-0.0186,-0.0161,0.151
12.269000,-0.1091,0.0024,0.1299,0.170
12.272000,-0.1419,0.0296,0.1543,0.212
12.277000,-0.0597,0.0631,-0.0822,0.120
12.282000,-0.0231,0.0354,0.0606,0.074
12.287000,-0.0124,0.0309,0.1458,0.150
12.292000,0.0011,0.0198,-0.0159,0.025
12.296000,0.0756,-0.0429,0.0439,0.097
12.302000,0.1100,-0.0426,-0.0303,0.122
12.306000,0.1546,-0.0528,0.1087,0.196
12.312000,0.1905,-0.0343,-0.0315,0.196
12.316000,0.0560,-0.0522,-0.0148,0.078
12.321000,0.0668,-0.0211,0.1487,0.164
12.326000,-0.0244,-0.0212,-0.0862,0.092
12.332000,-0.0567,-0.0522,0.1388,0.159
12.337000,-0.0102,-0.0332,0.0089,0.036
12.341000,0.0653,-0.0226,-0.0533,0.087
12.346000,0.0885,-0.0131,0.0924,0.129
12.351000,0.1583,-0.0216,0.1150,0.197
12.356000,0.1337,-0.0359,-0.1065,0.175
12.361000,0.0392,-0.0177,0.0213,0.048
12.371000,-0.0624,-0.0644,0.0482,0.102
12.372000,-0.1162,-0.0697,0.0629,0.149
12.376000,-0.0925,-0.0220,-0.0000,0.095
12.380000,-0.1110,-0.0360,-0.0606,0.132
12.410000,-0.0958,-0.0208,0.2064,0.228
12.411000,-0.0615,0.0155,0.0457,0.078
12.412000,-0.0180,-0.0021,-0.1090,0.111
12.413000,0.0209,0.0080,0.1431,0.145
12.413000,-0.0060,-0.0416,-0.0098,0.043
12.414000,-0.0067,-0.0496,0.0447,0.067
12.415000,-0.0084,-0.0773,0.0957,0.123
12.421000,0.0528,0.0271,0.0006,0.059
12.426000,0.0252,0.0008,0.0286,0.038
12.430000,0.0464,0.0288,0.1992,0.207
12.435000,0.0634,0.0360,-0.0398,0.083
12.440000,-0.0113,-0.0216,0.0086,0.026
12.445000,-0.0276,-0.0216,0.1648,0.168
12.450000,-0.0743,-0.0198,0.0294,0.082
12.455000,0.0001,-0.0189,-0.0290,0.035
12.460000,-0.0240,-0.0500,0.0837,0.100
12.466000,0.0425,-0.0490,-0.0503,0.082
12.469000,0.0553,-0.0297,-0.0047,0.063
12.475000,0.0534,0.0331,0.1364,0.150
12.479000,0.1111,0.0542,-0.0594,0.137
12.486000,0.0436,0.0436,0.0973,0.115
12.490000,-0.0316,0.0271,0.1872,0.192
12.495000,-0.0053,0.0270,-0.1075,0.111
12.507000,0.0021,-0.0208,0.0916,0.094
12.509000,0.0173,-0.0562,0.0621,0.086
12.560000,0.0908,-0.0774,0.0215,0.121
12.561000,0.0885,-0.0686,0.0720,0.133
12.562000,0.1221,-0.0628,0.0324,0.141
12.562000,0.1206,-0.0338,0.0324,0.129
12.563000,0.0693,-0.0451,0.0031,0.083
12.564000,0.1099,-0.0495,0.0130,0.121
12.564000,0.0781,-0.0314,0.0779,0.115
12.565000,0.0164,-0.0343,0.0319,0.050
12.566000,0.0026,-0.0341,0.0207,0.040
12.567000,-0.0235,-0.0085,0.1031,0.106
12.568000,-0.0282,-0.0282,0.0397,0.056
12.569000,-0.0063,-0.0054,-0.0261,0.027
12.569000,-0.0316,-0.0262,0.1177,0.125
12.574000,-0.0011,-0.0620,0.0243,0.067
12.579000,0.0224,-0.0636,-0.0711,0.098
12.583000,0.0208,-0.0508,0.0955,0.110
12.588000,0.0311,-0.0418,0.0090,0.053
12.594000,0.0122,-0.0472,-0.0610,0.078
12.599000,-0.0240,-0.0518,0.0821,0.100
12.603000,-0.0529,-0.0269,0.0634,0.087
12.609000,-0.0897,0.0230,0.0836,0.125
12.623000,-0.1045,0.0061,0.0812,0.133
12.625000,-0.0851,0.0159,-0.0599,0.105
12.626000,-0.0921,0.0280,0.0372,0.103
12.665000,-0.0560,-0.0412,0.0907,0.114
12.667000,-0.0158,-0.0578,-0.0469,0.076
12.668000,-0.0080,-0.0535,0.0481,0.072
12.668000,0.0390,-0.0489,0.0609,0.087
12.669000,0.0356,-0.0511,0.0512,0.081
12.669000,0.0213,-0.0705,0.0718,0.103
12.670000,0.0339,-0.0534,0.0506,0.081
12.671000,0.0639,-0.0059,0.0097,0.065
12.674000,0.0682,0.0285,0.0316,0.080
12.678000,0.0664,0.0145,0.1200,0.138
12.685000,0.0775,0.0163,-0.0080,0.080
12.688000,0.0688,-0.0466,-0.0430,0.094
12.692000,0.0430,-0.0580,0.0366,0.081
12.698000,0.0038,-0.0596,0.1645,0.175
12.702000,0.0290,-0.0570,-0.1173,0.134
12.708000,0.0053,-0.0264,0.0534,0.060
12.712000,-0.0018,0.0017,0.1066,0.107
12.718000,0.0401,0.0043,-0.1041,0.112
12.722000,0.0826,0.0032,0.0885,0.121
12.727000,0.0325,-0.0264,0.0644,0.077
12.736000,0.0940,-0.0052,-0.0937,0.133
12.737000,0.0165,-0.0576,-0.0069,0.060
12.741000,-0.0051,-0.0730,0.0939,0.119
12.774000,-0.0354,-0.1003,-0.0890,0.139
12.776000,-0.0185,-0.0628,-0.0028,0.066
12.776000,-0.0778,-0.1218,0.1208,0.188
12.777000,-0.1147,-0.1102,-0.1056,0.191
12.777000,-0.1270,-0.0645,0.0670,0.157
12.778000,-0.0821,0.0091,-0.0037,0.083
12.778000,-0.0458,0.0316,0.1042,0.118
12.786000,-0.0934,0.1022,0.0987,0.170
12.787000,0.0049,0.1145,-0.1211,0.167
12.791000,-0.0461,0.0360,0.1205,0.134
12.797000,-0.0337,-0.0287,0.1619,0.168
12.802000,0.0352,-0.0691,-0.2645,0.276
12.805000,0.0670,-0.0302,0.2137,0.226
12.810000,0.0454,-0.0787,0.0878,0.126
12.817000,0.1002,-0.0248,-0.1465,0.179
12.821000,0.0548,-0.0234,0.2758,0.282
12.826000,0.0445,-0.0569,-0.0505,0.088
12.831000,0.0202,0.0098,-0.0414,0.047
12.836000,-0.0415,-0.0198,0.1988,0.204
12.840000,-0.0402,-0.0753,0.0360,0.093
12.847000,0.0025,-0.0363,0.1054,0.111
12.852000,0.0268,0.0027,-0.0196,0.033
12.855000,0.0559,-0.0434,0.0639,0.095
12.860000,0.0840,0.0204,0.1369,0.162
12.869000,0.0340,0.0293,-0.1244,0.132
12.871000,-0.0298,-0.0182,0.0844,0.091
12.877000,-0.0569,-0.0156,0.0636,0.087
12.910000,-0.1034,-0.0655,0.0496,0.132
12.912000,-0.0997,-0.0505,-0.0862,0.141
12.913000,-0.0941,-0.0324,0.1638,0.192
12.914000,-0.0279,-0.0206,0.0565,0.066
12.916000,-0.0050,-0.0018,-0.0490,0.049
12.917000,0.0007,-0.0090,0.0244,0.026
12.918000,0.0613,-0.0110,0.0249,0.067
12.918000,0.0336,-0.0366,-0.0352,0.061
12.919000,0.0471,-0.0278,0.1013,0.115
12.926000,0.0323,-0.0188,-0.1119,0.118
12.930000,-0.0036,-0.0019,0.0106,0.011
12.935000,-0.0257,-0.0048,0.1712,0.173
12.939000,0.0026,0.0088,-0.1062,0.107
12.944000,-0.0128,0.0017,0.1142,0.115
12.951000,0.0003,-0.0038,0.0376,0.038
12.955000,-0.0445,-0.0059,-0.0981,0.108
12.959000,-0.0431,-0.0515,0.1348,0.151
12.969000,-0.0170,-0.0461,-0.0073,0.050
12.971000,-0.0051,-0.0152,-0.0677,0.070
12.995000,0.0194,-0.0177,0.0335,0.043
12.996000,0.0651,0.0241,-0.0795,0.106
12.997000,0.0362,0.0642,0.0590,0.094
12.997000,0.0383,0.0621,-0.0371,0.082
12.999000,0.0328,0.0476,-0.1864,0.195
12.999000,-0.0035,0.0060,0.0493,0.050
13.004000,0.0222,-0.0200,-0.2251,0.227
13.009000,0.0479,-0.0235,-0.2117,0.218
13.014000,0.0407,-0.0661,0.0606,0.098
13.018000,0.0713,-0.0500,-0.3119,0.324
13.023000,0.0991,-0.0777,-0.1302,0.181
13.030000,0.0932,-0.0582,-0.0572,0.124
13.036000,0.0431,-0.0497,-0.2827,0.290
13.039000,0.0252,-0.0632,-0.0919,0.114
13.043000,0.0409,-0.0419,-0.1949,0.203
13.050000,-0.0067,-0.0299,-0.2452,0.247
13.054000,-0.0373,-0.0760,-0.0622,0.105
13.059000,-0.0084,-0.0710,-0.2161,0.228
13.063000,0.0020,-0.0747,-0.2399,0.251
13.069000,0.0130,-0.0467,-0.1448,0.153
13.073000,0.0010,-0.0176,-0.2937,0.294
13.081000,-0.0166,-0.0331,-0.2522,0.255
13.084000,-0.0191,-0.0117,-0.2305,0.232
13.089000,-0.0458,-0.0060,-0.3063,0.310
13.093000,-0.0925,-0.0143,-0.2002,0.221
13.103000,-0.0570,0.0056,-0.3457,0.350
13.105000,-0.0426,-0.0331,-0.3021,0.307
13.108000,-0.0645,-0.0462,-0.2224,0.236
13.145000,-0.0490,-0.0274,-0.3859,0.390
13.148000,-0.0488,-0.0268,-0.2010,0.209
13.149000,-0.0181,-0.0222,-0.2392,0.241
13.150000,0.0018,-0.0475,-0.4949,0.497
13.151000,-0.0334,-0.0782,-0.2526,0.267
13.151000,-0.0441,-0.0730,-0.2361,0.251
13.154000,-0.0311,-0.0834,-0.5141,0.522
13.155000,0.0343,-0.1143,-0.2367,0.265
13.157000,0.0152,-0.0660,-0.4681,0.473
13.163000,-0.0095,-0.0326,-0.4103,0.412
13.168000,-0.0336,-0.0886,-0.3125,0.327
13.172000,0.0340,-0.0743,-0.4530,0.460
13.177000,0.0338,-0.0367,-0.4118,0.415
13.183000,0.0221,-0.0433,-0.3128,0.317
13.187000,0.0210,0.0083,-0.5124,0.513
13.192000,0.0285,-0.0029,-0.4531,0.454
13.202000,0.0154,-0.0176,-0.3674,0.368
13.203000,0.0350,-0.0545,-0.5449,0.549
13.207000,0.0127,-0.0546,-0.4941,0.497
13.248000,0.0307,-0.0651,-0.4578,0.463
13.250000,-0.0455,-0.0755,-0.5317,0.539
13.251000,-0.0603,-0.0730,-0.6401,0.647
13.251000,-0.1017,-0.0308,-0.3691,0.384
13.251000,-0.0154,-0.0372,-0.5231,0.525
13.252000,-0.0451,-0.0008,-0.7039,0.705
13.252000,-0.0029,-0.0262,-0.2830,0.284
13.252000,0.0329,0.0097,-0.6359,0.637
13.252000,0.0314,0.0091,-0.5867,0.588
13.256000,0.0088,-0.0315,-0.4852,0.486
13.263000,0.0389,-0.0435,-0.5058,0.509
13.266000,0.0864,-0.0761,-0.7867,0.795
13.270000,0.0514,-0.0913,-0.4243,0.437
13.279000,-0.0717,-0.1106,-0.7629,0.774
13.284000,-0.0650,-0.0827,-0.5529,0.563
13.285000,-0.1319,-0.0679,-0.5888,0.607
13.292000,-0.1175,-0.0480,-0.5234,0.539
13.295000,-0.1222,0.0097,-0.6792,0.690
13.302000,-0.1211,0.0478,-0.6515,0.664
13.306000,-0.0860,0.0641,-0.6640,0.673
13.312000,-0.0252,0.0144,-0.6379,0.639
13.315000,-0.0029,0.0238,-0.7255,0.726
13.321000,-0.0069,-0.0359,-0.5083,0.510
13.325000,0.0052,-0.0562,-0.7500,0.752
13.337000,0.0825,-0.0806,-0.7198,0.729
13.339000,0.0633,-0.0655,-0.6220,0.629
13.341000,0.0155,-0.0856,-0.7727,0.778
13.373000,0.0326,-0.1032,-0.7372,0.745
13.374000,-0.0113,-0.0782,-0.6618,0.667
13.375000,0.0452,-0.0708,-0.7786,0.783
13.375000,0.0121,-0.0381,-0.7240,0.725
13.377000,-0.0127,-0.0749,-0.6678,0.672
13.377000,-0.0148,-0.0582,-0.8245,0.827
13.378000,-0.0078,-0.0571,-0.7425,0.745
13.385000,-0.0106,-0.0707,-0.6929,0.697
13.387000,-0.0100,-0.0837,-0.8453,0.849
13.389000,-0.0212,-0.0826,-0.7286,0.734
13.396000,-0.0202,-0.0196,-0.7315,0.732
13.400000,-0.0239,-0.0318,-0.9118,0.913
13.405000,-0.0416,-0.0441,-0.7144,0.717
13.410000,-0.0362,-0.0675,-0.7747,0.778
13.414000,-0.0651,-0.0599,-0.7713,0.776
13.419000,-0.0984,-0.0594,-0.7653,0.774
13.425000,-0.0970,-0.0757,-0.6573,0.669
13.434000,-0.1155,-0.0591,-0.8016,0.812
13.435000,-0.1045,-0.0528,-0.7659,0.775
13.438000,-0.0883,-0.0398,-0.6308,0.638
13.464000,-0.0749,-0.0314,-0.7326,0.737
13.466000,-0.0416,-0.0088,-0.7042,0.706
13.467000,-0.0209,0.0017,-0.5728,0.573
13.467000,0.0139,0.0022,-0.7445,0.745
13.468000,0.0441,-0.0067,-0.6975,0.699
13.469000,0.0248,-0.0298,-0.6189,0.620
13.474000,0.0236,-0.0317,-0.7619,0.763
13.479000,0.0001,-0.0302,-0.5481,0.549
13.484000,-0.0043,-0.0353,-0.7102,0.711
13.488000,0.0209,-0.0358,-0.6476,0.649
13.495000,-0.0019,-0.0353,-0.6154,0.616
13.499000,0.0311,-0.0266,-0.7228,0.724
13.504000,0.0214,-0.0096,-0.5270,0.528
13.508000,-0.0005,-0.0317,-0.6925,0.693
13.513000,-0.0076,-0.0510,-0.7170,0.719
13.518000,-0.0798,-0.0603,-0.5127,0.522
13.522000,-0.0225,-0.0583,-0.8127,0.815
13.528000,-0.0272,-0.0737,-0.7421,0.746
13.533000,-0.0612,-0.0898,-0.5406,0.551
13.539000,-0.0176,-0.0761,-0.7414,0.746
13.545000,-0.0558,-0.0471,-0.6025,0.607
13.548000,-0.0539,-0.0597,-0.5717,0.577
13.553000,-0.0290,-0.0610,-0.7411,0.744
13.557000,-0.0451,-0.0377,-0.4954,0.499
13.570000,0.0012,-0.0184,-0.6608,0.661
13.572000,0.0274,-0.0110,-0.7157,0.716
13.603000,0.0101,-0.0564,-0.4762,0.480
13.605000,0.0184,-0.0551,-0.7029,0.705
13.605000,-0.0045,-0.0273,-0.5888,0.589
13.606000,-0.0014,-0.0175,-0.5488,0.549
13.606000,-0.0017,-0.0193,-0.7297,0.730
13.607000,0.0037,-0.0438,-0.5493,0.551
13.607000,0.0050,-0.0275,-0.5977,0.598
13.612000,-0.0411,0.0148,-0.7131,0.714
13.617000,-0.0522,-0.0142,-0.5218,0.525
13.622000,0.0066,-0.0479,-0.6331,0.635
13.627000,-0.0122,-0.0580,-0.6397,0.642
13.633000,-0.0077,-0.0918,-0.5706,0.578
13.636000,-0.0054,-0.0988,-0.7274,0.734
13.642000,-0.0066,-0.0677,-0.5017,0.506
13.646000,-0.0178,-0.0517,-0.5379,0.541
13.651000,-0.0402,-0.0229,-0.7224,0.724
13.657000,-0.0799,-0.0277,-0.4670,0.475
13.661000,-0.0215,0.0127,-0.6561,0.657
13.667000,-0.0308,-0.0095,-0.6894,0.690
13.672000,-0.0237,-0.0118,-0.4630,0.464
13.684000,-0.0133,-0.0193,-0.8373,0.838
13.686000,-0.0491,-0.0456,-0.4675,0.472
13.688000,-0.0256,-0.0495,-0.6776,0.680
13.690000,-0.0172,-0.0708,-0.6206,0.625
13.722000,-0.0123,-0.0306,-0.5307,0.532
13.724000,-0.0205,-0.0646,-0.6780,0.681
13.725000,0.0096,-0.0028,-0.5799,0.580
13.725000,0.0171,-0.0458,-0.5029,0.505
